"","Tumor_Sample","Healthy_Sample"
"APLP2",29783.6033,12897.5501
"APOA1BP",1949.2403,882.9144
"APOA1",1.6697,1.2727
"APOA2",0,0
"APOA4",0,1.909
"APOA5",0.3339,0
"APOB48R",275.839,178.4919
"APOBEC1",0,0
"APOBEC2",1.0018,3.4998
"APOBEC3A",27.5004,8.9087
"APOBEC3B",395.2747,34.0439
"APOBEC3C",353.6484,416.4811
"APOBEC3D",144.5984,128.2214
"APOBEC3F",137.9195,188.9914
"APOBEC3G",120.2204,269.4878
"APOBEC3H",3.0055,3.818
"APOBEC4",0.3339,0.3182
"APOB",2.6716,98.95
"APOC1P1",0,0
"APOC1",373.6851,390.0732
"APOC2",20.7046,31.1804
"APOC3",0,0
"APOC4",0.3339,0.9545
"APOD",1926.532,18836.462
"APOE",3857.0713,2757.8746
"APOF",0,1.2727
"APOH",1.0018,0.6363
"APOL1",1161.7966,1933.1849
"APOL2",921.6898,712.3767
"APOL3",320.9217,1592.1094
"APOL4",103.1892,318.8037
"APOL5",0,1.909
"APOL6",3912.1723,2271.0786
"APOLD1",389.3371,5043.9071
"APOM",16.3633,47.0888
"APOOL",140.5911,152.7203
"APOO",326.9327,131.7213
"APPBP2",1064.6185,1200.4454
"APPL1",1516.4468,1929.0487
"APPL2",419.7696,1354.4384
"APP",30589.4139,38108.1769
"APRT",2328.2685,1007.636
"APTX",496.2431,455.9338
"AQP10",0,0.6363
"AQP11",11.0202,16.2265
"AQP12A",0,0
"AQP12B",1.0018,0
"AQP1",3935.7689,15854.3812
"AQP2",14.6936,2.5453
"AQP3",173.3177,1073.8148
"AQP4",36.0661,100.8591
"AQP5",1644.348,414.5721
"AQP6",27.0496,15.9084
"AQP7P1",7.6807,75.7238
"AQP7P3",5.0092,13.363
"AQP7",0.6679,387.2097
"AQP8",0.6679,0.3182
"AQP9",50.0918,28.9532
"AQPEP",3.3395,104.3271
"AQR",462.5146,955.7747
"ARAF",1440.3072,1035.9529
"ARAP1",1610.2655,2808.4537
"ARAP2",575.3882,450.2068
"ARAP3",273.1675,825.6443
"ARCN1",7445.9843,4082.0872
"ARC",5.3431,301.6227
"AREG",166.3049,1177.8556
"ARF1",18319.5859,6686.6052
"ARF3",3462.3476,4098.3137
"ARF4",5874.1025,4261.2154
"ARF5",3347.4537,1925.202
"ARF6",3472.366,4085.587
"ARFGAP1",1434.9641,1004.7725
"ARFGAP2",1546.168,1684.0598
"ARFGAP3",2402.7384,1283.1689
"ARFGEF1",2693.271,1611.5177
"ARFGEF2",2180.6646,2152.4022
"ARFIP1",793.1207,1118.0401
"ARFIP2",1121.7232,1052.4976
"ARFRP1",566.7056,600.0636
"ARG1",0.3339,1.2727
"ARG2",267.3869,196.9074
"ARGFXP2",1.0018,0.9545
"ARGFX",0,0
"ARGLU1",1686.0912,3085.587
"ARHGAP10",158.2902,582.8826
"ARHGAP11A",396.0594,70.315
"ARHGAP11B",27.3835,16.2265
"ARHGAP12",1187.5104,1285.3961
"ARHGAP15",39.7395,76.9965
"ARHGAP17",676.2398,1600.0636
"ARHGAP18",674.904,883.5507
"ARHGAP19",206.7123,973.5921
"ARHGAP1",2741.6931,2878.4601
"ARHGAP20",7.0129,308.3042
"ARHGAP21",6280.5143,2922.6853
"ARHGAP22",347.3034,98.3137
"ARHGAP23",379.0282,1217.3083
"ARHGAP24",204.0407,440.6618
"ARHGAP25",190.6829,346.8024
"ARHGAP26",453.4981,1120.5854
"ARHGAP27",791.7716,834.2348
"ARHGAP28",133.2443,194.0821
"ARHGAP29",718.6509,3824.0535
"ARHGAP30",416.0962,608.6542
"ARHGAP31",969.11,1467.0697
"ARHGAP32",1704.4582,1270.1241
"ARHGAP33",162.9654,173.7194
"ARHGAP36",93.1708,129.8123
"ARHGAP39",460.8449,166.4015
"ARHGAP42",498.534,221.1263
"ARHGAP4",366.3383,459.4337
"ARHGAP5",2426.7824,2954.1839
"ARHGAP6",47.4203,217.3083
"ARHGAP8",661.5094,225.972
"ARHGAP9",119.8865,149.2205
"ARHGDIA",7749.5408,4374.483
"ARHGDIB",3983.9706,3511.6131
"ARHGDIG",24.2879,14.8234
"ARHGEF10L",1543.8304,1143.4935
"ARHGEF10",873.9355,1419.0264
"ARHGEF11",1385.5402,1254.8521
"ARHGEF12",6252.7968,5005.0907
"ARHGEF15",59.7763,1345.2116
"ARHGEF16",393.7218,179.1282
"ARHGEF17",660.5443,1757.5565
"ARHGEF18",1097.6791,774.1012
"ARHGEF19",589.08,507.4769
"ARHGEF1",1533.1441,1651.6067
"ARHGEF2",3300.718,1976.7738
"ARHGEF33",41.7432,16.8629
"ARHGEF35",1018.8679,775.3738
"ARHGEF37",894.9741,1267.5787
"ARHGEF38",8.0147,31.1804
"ARHGEF3",453.4981,1241.489
"ARHGEF4",236.7674,228.4442
"ARHGEF5",579.0616,440.98
"ARHGEF6",905.6604,1977.092
"ARHGEF7",1260.9785,1682.1508
"ARHGEF9",1053.5983,727.3306
"ARID1A",1842.3777,2515.7493
"ARID1B",1679.0783,2298.1228
"ARID2",517.2817,785.237
"ARID3A",55.7689,46.7706
"ARID3B",120.5543,104.9952
"ARID3C",0.3339,3.1817
"ARID4A",383.0356,929.0487
"ARID4B",1480.7948,1460.3373
"ARID5A",407.7475,3805.9179
"ARID5B",931.7081,4925.867
"ARIH1",1651.3608,1809.7359
"ARIH2",999.4724,1592.4276
"ARL10",41.7432,64.588
"ARL11",37.7358,44.5434
"ARL13A",1.0018,0.9545
"ARL13B",695.9426,410.1177
"ARL14",0.3339,1.2727
"ARL15",172.3159,586.3824
"ARL16",672.5664,369.0741
"ARL17A",76.8242,66.5574
"ARL17B",7.3201,2.3576
"ARL1",3068.2919,2096.0865
"ARL2BP",1671.3976,1361.1199
"ARL2",1276.34,1143.8116
"ARL3",614.4598,542.4753
"ARL4A",202.705,842.189
"ARL4C",1866.4218,2405.3452
"ARL4D",97.1782,220.1718
"ARL5A",1181.8334,1015.5902
"ARL5B",599.4323,524.658
"ARL5C",0,0
"ARL6IP1",5554.5166,4133.9485
"ARL6IP4",1192.5196,1604.1998
"ARL6IP5",4187.3435,5487.7506
"ARL6IP6",479.5458,412.3449
"ARL6",89.1635,91.9504
"ARL8A",1146.7691,1135.8575
"ARL8B",4970.1119,1968.1833
"ARL9",92.5029,13.363
"ARMC10",1250.9133,905.7302
"ARMC1",851.5612,760.42
"ARMC2",31.7248,63.3153
"ARMC3",0.6679,2.5453
"ARMC4",8.6826,32.4531
"ARMC5",151.9452,384.3462
"ARMC6",1042.2341,445.3484
"ARMC7",473.5348,179.7646
"ARMC8",663.5498,820.5536
"ARMC9",196.36,182.6281
"ARMCX1",638.17,761.0563
"ARMCX2",330.9401,861.9154
"ARMCX3",2459.843,1827.2351
"ARMCX5",249.7913,342.0299
"ARMCX6",333.6116,231.6258
"ARMS2",0,0.3182
"ARNT2",2751.0436,218.8991
"ARNTL2",466.8559,63.9516
"ARNTL",198.3637,192.8094
"ARNT",1596.5938,1833.9166
"ARPC1A",2048.2318,1888.6192
"ARPC1B",2608.3052,2585.4502
"ARPC2",5379.8631,3652.8794
"ARPC3",3435.632,2665.2879
"ARPC4",3992.7467,2672.574
"ARPC5L",1480.3807,607.6997
"ARPC5",5736.8509,3222.399
"ARPM1",111.8718,61.0881
"ARPP19",3461.0119,3785.5552
"ARPP21",0.6679,0.3182
"ARR3",0,0
"ARRB1",249.7913,1203.3089
"ARRB2",718.9848,597.2001
"ARRDC1",972.1155,621.699
"ARRDC2",851.2272,857.461
"ARRDC3",1580.5644,5271.3968
"ARRDC4",368.008,1901.6863
"ARRDC5",0,1.5908
"ARSA",1402.5714,678.651
"ARSB",311.9052,280.9418
"ARSD",1688.7627,1689.1505
"ARSE",100.8516,36.9074
"ARSF",7.3468,0.6363
"ARSG",18.367,132.6758
"ARSH",0.6679,0.6363
"ARSI",110.8699,39.4528
"ARSJ",292.8703,216.9901
"ARSK",199.0316,187.0824
"ART1",0,0.3182
"ART3",256.4702,7.636
"ART4",0.6679,37.2256
"ART5",1.0018,13.363
"ARTN",28.7193,7.9542
"ARV1",597.7626,314.0312
"ARVCF",363.3328,662.7426
"ARX",21.3725,0.9545
"AR",64.4515,182.3099
"AS3MT",145.6003,142.8571
"ASAH1",3409.5842,4457.5247
"ASAH2B",3.0055,7.9542
"ASAH2",3.0055,1.909
"ASAM",624.8122,520.84
"ASAP1IT1",0,0.3182
"ASAP1",1806.3116,1523.7035
"ASAP2",1205.5435,1082.0872
"ASAP3",1152.1122,1260.2609
"ASB10",0,0
"ASB11",0,0
"ASB12",2.0037,1.5908
"ASB13",1044.5817,575.5647
"ASB14",8.6826,13.363
"ASB15",0.3339,1.2727
"ASB16",17.1014,9.6373
"ASB17",0,0
"ASB18",0,0
"ASB1",289.1969,662.7776
"ASB2",4.6752,55.6793
"ASB3",330.9401,359.8473
"ASB4",3.0055,3.1817
"ASB5",0.6679,0.6363
"ASB6",515.4216,669.2969
"ASB7",385.3732,420.6172
"ASB8",428.7861,636.3347
"ASB9",28.7193,71.2695
"ASCC1",704.9591,430.4804
"ASCC2",2989.1468,1029.9077
"ASCC3",1391.5512,976.4556
"ASCL1",0,0.3182
"ASCL2",16.3633,14.3175
"ASCL3",0.3339,0.3182
"ASCL4",0,0.6363
"ASF1A",566.0377,439.3891
"ASF1B",504.5918,52.8158
"ASFMR1",2.6716,0.6363
"ASGR1",11.6881,23.2262
"ASGR2",10.3523,5.0907
"ASH1L",2419.3755,2602.3799
"ASH2L",773.084,1127.5851
"ASIP",0.3339,1.909
"ASL",556.3533,423.7989
"ASMTL",330.2722,757.8365
"ASMT",0.6679,1.2727
"ASNA1",1842.3777,995.8638
"ASNSD1",1394.2227,884.1871
"ASNS",2637.1681,383.0735
"ASPA",1.6697,101.8136
"ASPDH",0,0
"ASPG",1.3358,1.909
"ASPHD1",114.5433,41.6799
"ASPHD2",48.7561,40.4073
"ASPH",4070.733,6507.4769
"ASPM",893.3044,39.4528
"ASPN",5131.7415,1436.8438
"ASPRV1",43.807,74.9793
"ASPSCR1",712.6398,274.2603
"ASRGL1",177.3251,178.1737
"ASS1",4315.9125,2612.4722
"ASTE1",128.175,268.721
"ASTL",1.6697,2.5453
"ASTN1",4.6752,37.5437
"ASTN2",44.0808,118.9946
"ASXL1",1434.9641,1905.8225
"ASXL2",714.6435,771.874
"ASXL3",15.3615,17.8174
"ASZ1",0,0
"ATAD1",978.4605,1078.5873
"ATAD2B",345.2997,403.4362
"ATAD2",1800.6345,328.985
"ATAD3A",1063.6166,365.5743
"ATAD3B",304.5584,272.3513
"ATAD3C",10.6863,70.9513
"ATAD5",119.8865,66.497
"ATCAY",0,0.9545
"ATE1",190.349,261.8517
"ATF1",457.8394,605.7906
"ATF2",765.4032,534.5212
"ATF3",1329.7712,16317.2129
"ATF4",12573.7185,6147.9478
"ATF5",490.566,341.0754
"ATF6B",2102.3343,1842.5072
"ATF6",1729.838,1513.8403
"ATF7IP2",110.536,105.9497
"ATF7IP",1629.9883,1074.133
"ATF7",1097.2049,2166.0706
"ATG10",62.4478,75.4057
"ATG12",366.0043,510.9768
"ATG16L1",576.724,635.062
"ATG16L2",162.9153,321.5017
"ATG2A",429.1201,639.1982
"ATG2B",544.3313,1391.0277
"ATG3",651.8617,780.7827
"ATG4A",796.1262,270.4423
"ATG4B",816.163,848.5523
"ATG4C",305.2262,280.9418
"ATG4D",374.5099,202.3703
"ATG5",1360.4942,820.8718
"ATG7",456.5103,563.328
"ATG9A",1258.6609,1262.0426
"ATG9B",110.3657,21.3649
"ATHL1",490.2321,721.2854
"ATIC",1927.1999,1020.999
"ATL1",461.8467,588.2914
"ATL2",2666.8893,2612.7903
"ATL3",669.2269,463.2517
"ATMIN",1981.9669,1539.93
"ATM",1331.107,1657.0156
"ATN1",11900.4842,6176.901
"ATOH1",0,0
"ATOH7",3.3395,1.2727
"ATOH8",40.0735,621.699
"ATOX1",750.7096,537.3847
"ATP10A",288.8629,207.7633
"ATP10B",5.6771,6.0452
"ATP10D",568.0414,811.9631
"ATP11A",1338.4538,1197.5819
"ATP11B",2797.462,1448.2978
"ATP11C",657.8728,830.4168
"ATP12A",7.6807,2.8635
"ATP13A1",1574.2194,917.5947
"ATP13A2",1463.0155,739.1028
"ATP13A3",4005.3431,2009.2269
"ATP13A4",148.2718,250.3977
"ATP13A5",15.6954,279.6691
"ATP1A1",30054.7437,14666.8565
"ATP1A2",2.0037,657.6519
"ATP1A3",3.3395,3.818
"ATP1A4",1.6697,11.7722
"ATP1B1",3615.0776,3257.4928
"ATP1B2",11.6881,108.8132
"ATP1B3",1937.5522,1662.1063
"ATP1B4",0,0
"ATP2A1",9.3505,8.5905
"ATP2A2",3821.3391,6131.4031
"ATP2A3",1542.8285,969.4559
"ATP2B1",1136.4168,2008.5905
"ATP2B2",12.6899,65.5425
"ATP2B3",1.6697,0.3182
"ATP2B4",2052.7634,4799.2364
"ATP2C1",4287.9212,2594.4671
"ATP2C2",603.1057,118.9946
"ATP4A",0,1.5908
"ATP4B",0.3339,0.3182
"ATP5A1",4394.0558,6884.8234
"ATP5B",18130.2388,7666.5606
"ATP5C1",6041.0753,2099.5864
"ATP5D",681.5829,502.0681
"ATP5EP2",23.7101,18.1355
"ATP5E",3635.6654,2931.2759
"ATP5F1",3655.0342,2029.5896
"ATP5G1",1013.8587,581.2918
"ATP5G2",2564.0341,3828.826
"ATP5G3",4808.4822,2008.5905
"ATP5H",2560.6946,1457.2065
"ATP5I",1105.9242,830.5918
"ATP5J2",1246.5587,865.7334
"ATP5J",1062.6515,1141.0404
"ATP5L2",0,0
"ATP5L",3705.46,2168.6287
"ATP5O",2233.428,2113.9039
"ATP5SL",628.8195,605.7906
"ATP5S",120.2204,103.7226
"ATP6AP1L",17.3652,42.6344
"ATP6AP1",3928.8696,2339.4846
"ATP6AP2",4198.3637,3147.6297
"ATP6V0A1",1349.808,1306.7133
"ATP6V0A2",557.3552,548.5205
"ATP6V0A4",993.0973,118.3583
"ATP6V0B",3029.8881,1302.259
"ATP6V0C",2596.6939,1388.4092
"ATP6V0D1",1665.0526,1346.1661
"ATP6V0D2",25.3799,1.5908
"ATP6V0E1",3575.5552,2552.0204
"ATP6V0E2",2028.6726,534.7375
"ATP6V1A",1483.0523,1703.1499
"ATP6V1B1",106.1947,975.8193
"ATP6V1B2",2295.8758,2050.5886
"ATP6V1C1",2211.0536,1492.2049
"ATP6V1C2",142.1439,71.0054
"ATP6V1D",1183.1691,967.2288
"ATP6V1E1",3730.5059,1973.9103
"ATP6V1E2",130.2388,64.9061
"ATP6V1F",2126.8826,1260.8781
"ATP6V1G1",1950.2421,2040.4073
"ATP6V1G2",5.0092,12.5167
"ATP6V1G3",0.6679,0
"ATP6V1H",1004.5083,1039.4528
"ATP7A",511.2707,690.4232
"ATP7B",160.6278,269.4878
"ATP8A1",262.4812,1038.8164
"ATP8A2",3.0055,13.9994
"ATP8B1",440.9551,1087.0347
"ATP8B2",547.0028,1705.377
"ATP8B3",34.7303,35.3166
"ATP8B4",165.9709,199.1728
"ATP8B5P",29.7212,28.3169
"ATP9A",3186.8425,2133.9485
"ATP9B",342.9621,515.4311
"ATPAF1",1028.8195,869.4941
"ATPAF2",223.7435,174.0375
"ATPBD4",62.7818,141.5845
"ATPIF1",1206.5453,960.2291
"ATRIP",123.4062,253.6367
"ATRNL1",34.3964,15.5902
"ATRN",1938.554,2132.6758
"ATRX",2090.1653,2779.51
"ATR",794.7904,930.9577
"ATXN10",3231.9252,1720.0127
"ATXN1L",1698.4472,1615.832
"ATXN1",597.4286,944.0025
"ATXN2L",2033.3946,2279.6691
"ATXN2",576.724,786.5097
"ATXN3L",0,0
"ATXN3",470.8632,703.7862
"ATXN7L1",176.9912,257.3974
"ATXN7L2",87.1598,114.8584
"ATXN7L3B",1935.5485,2716.8311
"ATXN7L3",1537.8193,1332.1667
"ATXN7",623.4764,976.7738
"ATXN8OS",0,0
"AUH",173.9856,335.6666
"AUP1",1678.2969,1642.4181
"AURKAIP1",1850.3924,703.1499
"AURKAPS1",21.7065,16.2265
"AURKA",470.1954,55.3611
"AURKB",358.6575,21.3172
"AURKC",6.011,16.5447
"AUTS2",1092.3359,1347.4388
"AVEN",99.8497,167.6742
"AVIL",72.1322,52.4976
"AVL9",320.5877,283.1689
"AVPI1",157.6223,336.3029
"AVPR1A",19.0349,220.49
"AVPR1B",0.3339,0
"AVPR2",3.3395,170.2195
"AVP",0,0
"AWAT1",0.6679,0
"AWAT2",0,0
"AXIN1",1248.6225,687.8778
"AXIN2",423.8571,265.0334
"AXL",1335.4483,2575.5647
"AZGP1",6321.2556,12863.5062
"AZI1",388.0447,295.2593
"AZI2",1027.5505,1085.2689
"AZIN1",5101.3525,3457.8428
"AZU1",1.3358,1.909
"B2M",63455.0008,46753.1021
"B3GALNT1",1058.2735,459.7518
"B3GALNT2",1193.2343,645.9084
"B3GALT1",13.6918,8.5905
"B3GALT2",3.6734,16.5447
"B3GALT4",224.4114,189.9459
"B3GALT5",37.4019,105.6316
"B3GALT6",583.7369,432.7076
"B3GALTL",199.3655,268.5332
"B3GAT1",21.3725,114.8584
"B3GAT2",15.0242,10.7127
"B3GAT3",1148.7728,561.8836
"B3GNT1",239.105,524.658
"B3GNT2",1288.6959,1569.5196
"B3GNT3",639.1718,343.9389
"B3GNT4",21.0386,3.4998
"B3GNT5",824.5116,1319.1219
"B3GNT6",0.3339,0.3182
"B3GNT7",453.1641,172.4467
"B3GNT8",26.0478,84.6325
"B3GNT9",331.7315,297.5215
"B3GNTL1",164.8522,56.217
"B4GALNT1",475.1244,33.0067
"B4GALNT2",5.6771,0.6363
"B4GALNT3",986.4752,129.1759
"B4GALNT4",408.0815,231.6258
"B4GALT1",3105.0259,6514.1584
"B4GALT2",1489.7312,801.1454
"B4GALT3",1120.3874,790.6459
"B4GALT4",550.6762,422.8444
"B4GALT5",1671.7315,2745.1479
"B4GALT6",41.0753,178.1737
"B4GALT7",487.2266,301.3045
"B9D1",180.9985,104.9061
"B9D2",59.1084,99.2682
"BAALC",19.0349,146.0388
"BAAT",0.3339,0.9545
"BACE1",1275.6721,1250.0795
"BACE2",4510.6028,1463.5698
"BACH1",914.6769,1105.9497
"BACH2",115.5452,275.5329
"BAD",935.5018,606.8851
"BAG1",588.903,1441.5813
"BAG2",785.106,238.6255
"BAG3",947.7375,2398.9819
"BAG4",131.9085,167.9924
"BAG5",1385.8741,1767.7378
"BAGE2",3.3395,4.1775
"BAGE",0,0
"BAHCC1",917.3485,720.0127
"BAHD1",294.54,891.1868
"BAI1",8.3486,32.1349
"BAI2",225.0793,68.7241
"BAI3",2.3376,12.7267
"BAIAP2L1",1022.5079,546.6115
"BAIAP2L2",39.0716,8.9087
"BAIAP2",724.6619,971.6831
"BAIAP3",40.7814,206.4652
"BAK1",681.9168,265.0334
"BAMBI",4154.6168,630.6077
"BANF1",2479.8798,1607.0633
"BANF2",0,0.3182
"BANK1",13.3578,40.7254
"BANP",364.6686,216.672
"BAP1",1071.9653,1436.5256
"BARD1",113.2075,76.042
"BARHL1",0,0
"BARHL2",0.3339,0
"BARX1",132.5764,9.545
"BARX2",667.8911,1402.7999
"BASE",0,0
"BASP1",783.1024,718.7401
"BAT1",4007.0129,4918.441
"BAT2L1",3266.3116,6180.0318
"BAT2L2",6034.0624,5515.7493
"BAT2",6553.3478,5819.9173
"BAT3",4965.4366,3454.343
"BAT4",360.3273,412.3449
"BAT5",984.1376,826.5988
"BATF2",81.8167,61.7245
"BATF3",72.1322,41.9981
"BATF",48.7561,87.496
"BAX",844.8823,489.9777
"BAZ1A",1255.3014,1343.9389
"BAZ1B",2752.3794,2325.4852
"BAZ2A",3145.48,3453.4012
"BAZ2B",940.8048,1526.3061
"BBC3",155.6186,133.6303
"BBOX1",201.3692,1459.1155
"BBS10",361.663,442.2526
"BBS12",124.8956,145.7206
"BBS1",485.5569,806.8724
"BBS2",830.5226,1101.4954
"BBS4",229.7546,279.9873
"BBS5",115.829,239.7486
"BBS7",395.7255,395.1639
"BBS9",235.4316,335.6666
"BBX",1556.8542,2453.0703
"BCAM",1762.5647,4681.1963
"BCAN",11.6881,16.8629
"BCAP29",1029.5542,1444.4798
"BCAP31",5080.9818,3507.4769
"BCAR1",1442.6448,1479.16
"BCAR3",803.473,593.3821
"BCAR4",0,0
"BCAS1",6.345,141.2663
"BCAS2",1205.1728,819.9841
"BCAS3",732.3426,474.0694
"BCAS4",429.454,453.7066
"BCAT1",3042.2441,291.7595
"BCAT2",787.1097,421.5717
"BCCIP",553.4847,880.2227
"BCDIN3D",160.3306,137.566
"BCHE",124.5617,159.0837
"BCKDHA",835.1979,773.4648
"BCKDHB",511.9386,411.0722
"BCKDK",707.9646,791.9185
"BCL10",372.0154,652.2431
"BCL11A",567.3735,198.2183
"BCL11B",63.4497,144.7661
"BCL2A1",432.1256,64.588
"BCL2L10",28.7193,4.7725
"BCL2L11",542.6615,615.972
"BCL2L12",404.368,203.6589
"BCL2L13",1863.0823,1064.2698
"BCL2L14",29.7212,33.7257
"BCL2L15",6.345,12.4085
"BCL2L1",2443.8137,1784.2825
"BCL2L2",1377.6557,1840.5059
"BCL2",443.8137,1454.6612
"BCL3",859.5759,878.1419
"BCL6B",82.8185,836.462
"BCL6",2426.7824,2250.0795
"BCL7A",271.1638,559.3382
"BCL7B",758.3904,935.412
"BCL7C",672.5664,531.0213
"BCL8",0,7.636
"BCL9L",3191.1838,2425.0716
"BCL9",1200.2004,645.5616
"BCLAF1",3200.8683,4605.7906
"BCMO1",14.0257,5.727
"BCO2",32.7267,35.6347
"BCORL1",642.8452,599.4273
"BCORL2",0,0
"BCOR",798.4639,964.6834
"BCR",2484.889,2027.3624
"BCS1L",348.3052,254.2157
"BCYRN1",0,0
"BDH1",536.9845,175.3102
"BDH2",872.2658,1375.4375
"BDKRB1",4.0073,30.2259
"BDKRB2",148.2718,1362.0745
"BDNFOS",101.1621,78.1928
"BDNF",5.7005,33.8021
"BDP1",722.3243,1651.6067
"BEAN",17.3652,35.6347
"BECN1",1195.1544,1550.6459
"BEGAIN",45.7505,60.77
"BEND2",0,0.6363
"BEND3",193.3545,90.3595
"BEND4",21.0386,4.4543
"BEND5",21.7065,109.1314
"BEND6",111.5378,39.1346
"BEND7",1043.5799,458.4792
"BEST1",59.4423,53.1371
"BEST2",0.3339,0.9545
"BEST3",10.6863,1.5908
"BEST4",21.3725,4.4543
"BET1L",1348.8061,1185.8097
"BET1",538.6542,512.8858
"BET3L",0,0.3182
"BEX1",4.0073,7.9542
"BEX2",431.7916,230.3532
"BEX4",554.6836,1043.2708
"BEX5",119.5525,89.405
"BEYLA",0,0
"BFAR",2008.6826,1136.4938
"BFSP1",34.0624,48.3614
"BFSP2",1.3358,0.3182
"BGLAP",96.203,21.3586
"BGN",17700.7848,3454.343
"BHLHA15",15.3615,7.636
"BHLHB9",155.2847,159.4018
"BHLHE22",7.6807,82.0872
"BHLHE23",0,0
"BHLHE40",3670.7297,12247.5342
"BHLHE41",1474.0357,1396.1184
"BHMT2",63.1157,169.265
"BHMT",45.4166,3.4998
"BICC1",176.6572,409.4814
"BICD1",353.3144,183.2644
"BICD2",872.9337,1268.8514
"BID",743.3194,402.0108
"BIK",159.626,83.0417
"BIN1",477.8761,905.1861
"BIN2",130.9067,163.538
"BIN3",262.4812,538.3392
"BIRC2",2610.4525,1802.7362
"BIRC3",1399.8998,518.931
"BIRC5",539.9967,14.8202
"BIRC6",2387.0429,2738.7846
"BIRC7",1.0018,0
"BIRC8",0,0
"BIVM",766.188,555.202
"BLCAP",1236.6004,1772.8285
"BLID",0,0
"BLK",0.3339,2.8635
"BLMH",763.3996,703.1499
"BLM",221.7399,43.5889
"BLNK",93.5048,164.4925
"BLOC1S1",1059.9866,798.5905
"BLOC1S2",621.8066,617.2447
"BLOC1S3",293.8721,123.7671
"BLVRA",693.6049,727.3306
"BLVRB",1021.8734,867.3242
"BLZF1",665.5535,634.4257
"BMF",332.2758,253.5794
"BMI1",1784.6786,1519.5418
"BMP10",0,0
"BMP15",0.3339,0
"BMP1",519.9532,651.2886
"BMP2K",449.4907,395.1639
"BMP2",566.0377,256.4429
"BMP3",33.3946,33.7257
"BMP4",89.1635,377.9828
"BMP5",0,34.0439
"BMP6",26.4451,351.6736
"BMP7",1351.1438,292.3958
"BMP8A",138.2535,50.5886
"BMP8B",202.705,74.7693
"BMPER",10.6863,55.9975
"BMPR1A",502.922,696.4683
"BMPR1B",536.3166,57.5883
"BMPR2",3853.064,3755.6475
"BMS1P4",30.0551,37.4642
"BMS1P5",58.4405,108.8132
"BMS1",2373.3511,1566.9742
"BMX",0,321.349
"BNC1",2.0037,19.4082
"BNC2",207.7141,366.847
"BNIP1",171.982,136.812
"BNIP2",935.0476,1385.6188
"BNIP3L",1274.0023,3092.5867
"BNIP3",415.0943,707.6042
"BNIPL",221.7399,559.6564
"BOC",659.2085,2825.6443
"BOD1L",1144.0975,2113.2676
"BOD1",761.3959,629.335
"BOK",514.2762,922.3672
"BOLA1",289.5308,141.9026
"BOLA2",1042.6415,699.8377
"BOLA3",490.2321,165.447
"BOLL",1.6697,0
"BOP1",434.1292,193.7639
"BPESC1",0,0.3182
"BPGM",683.2526,413.2994
"BPHL",167.3067,236.3983
"BPIL1",0,3.1817
"BPIL2",0.3339,0
"BPIL3",0,0
"BPI",126.5654,4.4543
"BPNT1",1688.4288,684.6962
"BPTF",2259.1418,2490.9322
"BPY2",0,0
"BRAF",298.2134,187.7187
"BRAP",510.9367,596.2456
"BRCA1",22.0404,146.9933
"BRCA2",230.7564,48.3614
"BRCC3",2150.6095,431.7531
"BRD1",1199.5325,1096.7229
"BRD2",4418.7677,5658.9246
"BRD3",701.5495,1073.8307
"BRD4",2628.4856,1545.3388
"BRD7P3",1.0018,0
"BRD7",1934.2127,1135.2211
"BRD8",631.4911,1233.853
"BRD9",577.7258,793.1912
"BRDT",0,0.9545
"BREA2",7.3468,2.8635
"BRE",604.7754,428.5714
"BRF1",525.2964,568.2469
"BRF2",288.195,179.7646
"BRI3BP",60.4441,36.2711
"BRI3",1691.4677,872.0967
"BRIP1",156.6205,34.9984
"BRIX1",694.6068,651.2886
"BRMS1L",206.0444,281.5781
"BRMS1",952.0788,637.2892
"BRP44L",571.0469,424.4353
"BRP44",1384.2044,569.2014
"BRPF1",647.5205,745.1479
"BRPF3",1205.8774,1301.6227
"BRS3",0,0
"BRSK1",134.2461,120.2673
"BRSK2",7.3468,5.0907
"BRWD1",1015.5285,1658.9246
"BRWD3",433.4613,274.8966
"BSCL2",1923.4964,1153.2135
"BSDC1",2058.1065,2074.7693
"BSG",10963.099,5694.5593
"BSND",0.6679,0
"BSN",8.6826,37.2256
"BSPH1",0,0
"BSPRY",1163.8003,514.4766
"BST1",125.8975,230.035
"BST2",1747.5372,2068.406
"BSX",0,0
"BTAF1",805.4767,1483.2962
"BTBD10",622.1406,587.0188
"BTBD11",63.7836,165.1289
"BTBD12",180.6646,196.6274
"BTBD16",3.0055,2.2272
"BTBD17",0,0
"BTBD18",1.6697,4.4543
"BTBD19",14.0257,62.3608
"BTBD1",2099.1818,1505.8861
"BTBD2",1392.2191,1508.4314
"BTBD3",2053.0973,1265.6697
"BTBD6",969.444,981.8645
"BTBD7",616.4635,1144.1298
"BTBD8",22.3744,22.908
"BTBD9",505.9275,434.2984
"BTC",63.1157,26.4079
"BTD",399.7328,474.7057
"BTF3L1",0,0
"BTF3L4",1461.3458,912.1858
"BTF3",5588.5791,9919.5037
"BTG1",3292.0354,4144.1298
"BTG2",931.7081,22719.6946
"BTG3",796.7941,665.2879
"BTG4",0,0
"BTK",153.615,158.7655
"BTLA",7.0129,18.7719
"BTN1A1",0,6.9997
